Tên Phim,Tên Khác,Nội Dung,Thể Loại,Rating,Số lượng đánh giá,Năm Phát Hành,Image
Suite Precure!,Suite Pretty Cure!,"Thị trấn Kanemachi là một nơi tràn đầy âm nhạc và cũng nơi mà Houjou Hibiki vàMinamino Kanade chơi cùng nhau khi còn nhỏ. Tuy nhiên, khi nào học cấp 2, họ hay cãi cọ với nhau mỗi khi gặp nhau. Một ngày nọ, một tiên tên Hami từMajorland, Đất nước của âm nhạc, xuất hiện trước mặt họ. Hami yêu cầu Hibiki và Kanade biến hình thành Precure để bảo vệ thế giới khỏi tay Quỷ vương.Mephisto. Có trong tay bảng Phổ nhạc huyền thoại, Mephisto đã viết nó thành ""Giai điệu Đau buồn"" Lúc Siren và Bộ ba thuộc hạ tấn công Hibiki và Kanade để lấy biểu tượng âm nhạc trong tim họ cũng chính là lúc những Precure mới ra đời!","Anime,Shoujo",6.8,27,2011,https://animehay.life/upload/poster/641.jpg
Eiga Smile Precure! Ehon No Naka Wa Minna Chiguhagu!,Eiga Smile Precure!,"Nhóm Smile Precure được chuyển vào thế giới sách ảnh, và ở đây nhóm bạn được hướng dẫn bởi Nico, một cư dân bí hiểm của thế giới sách ảnh.","Anime,Shoujo",7.3,26,2012,https://animehay.life/upload/poster/642.jpg
Witchblade,,"Witchblade (phù thủy đao) Có người gọi nó là vũ khí của Chúa. Người khác gọi là cánh tay của Quỷ. Đàn ông tìm kiếm nó nhưng không thể sở hữu. Phụ nữ bị nó mê hoặc vào những cuộc chiến. Số phận người được chọn là gì, vinh quang hay hủy diệt?","Hành động,Anime,Viễn tưởng,Siêu năng lực",8.9,30,2006,https://animehay.life/upload/poster/644.jpg
Yes! Precure 5 Go Go!,Chiến Binh Nụ Cười,"Yumehara Nozomi và bạn bè mình đã trở lại! Những vô gái bị mất sức mạnh và phải nói lời chia tay với Coco vàNuts từ Palmier Kingdom đa 4 phục sinh như Pretty Cure bởi một phụ nữ huyền bí tên Flora và muốn họ tìm mình tại Cure Rose Garden. Để đến được đó, họ cần phải có sức mạnh của Rose Pact và bốn vị vua bao quanh Vương quốc Palmier. Nhưng một tổ chức bóng tối gọi là Eternal cũng nhắm đến Cure Rose Garden bằng cách cướp lấy Rose Pact. Những precure mới lại ra đời!","Anime,Học đường,Shoujo",6.6,25,2008,https://animehay.life/upload/poster/640.jpg
Sengoku Collection,Parallel World Samurai,"Xoay quanh việc các nhân vật nổi tiếng thời Chiến Quốc từ thế giới song song (nam/nữ đảo ngược) lạc đến thế giới của chúng ta. Các nhân vật này đều có giới tính khác với lịch sử, trông như là các nữ sinh trung học. Họ đã rất bỡ ngỡ với thế giới mới, thời đại mới này, và dần dần trở thành bạn trong cuộc phiêu lưu kì lạ này...",Anime,6.8,24,2012,https://animehay.life/upload/poster/643.jpg
30-sai no Hoken Taiiku,,"Tóm tắt : 1 Thằng rựa 30 cái xuân xanh bị một thằng THẦN bệnh hoạn củ hành, Thần xuất hiện để hướng dẫn nó cách mất zin, những chuỗi ngày đau khổ của nó sẽ trải qua ra sao, mời các bạn đón xem để học hỏi Chú ý: Bệnh cực kì 18","Anime,Tình cảm,Ecchi,Seinen",8.2,43,2011,https://animehay.life/upload/poster/645.jpg
Kuroshitsuji,Hắc quản gia,"Gia tộc Phantomhive nhiều đời làm “người dọn dẹp” trong bóng tối của hòang gia Anh. Chủ nhân hiện tại của Phantomhive là Ciel Phantomhive, một cậu bé 12 tuổi với tính cách khá lạnh lùng.  Ciel là người quản lý công việc kinh doanh của Phantomhive và cũng là người khiến nó ngày càng phát triển hơn. Phục vụ cho Ciel là quản gia Sebastian Michaels, một nhân vật đen từ đầu tới chân (cũng như từ trong ra ngòai). Cái tên của Sebastian cũng là do Ciel đặt, không ai biết rõ lai lịch của Sebastian.  Sebastian là một quản gia đầy tài năng, gần như là hòan hảo, hầu như bất cứ việc gì anh ta cũng biết làm , và vì một lý do nào đó, anh ta hết mực trung thành với Ciel, giúp đỡ Ciel rất nhiều trong mọi việc…","Anime,Hành động,Lịch sử,Hài hước,Giả tưởng,Shounen,Demon",9.0,292,2008,https://animehay.life/upload/poster/646.jpg
Kuroshitsuji SS2,Hắc quản gia phần 2,"Phần 2 Kuroshitsuji - Hắc quản gia.Gia tộc Phantomhive nhiều đời làm “người dọn dẹp” trong bóng tối của hòang gia Anh. Chủ nhân hiện tại của Phantomhive là Ciel Phantomhive, một cậu bé 12 tuổi với tính cách khá lạnh lùng. Ciel là người quản lý công việc kinh doanh của Phantomhive và cũng là người khiến nó ngày càng phát triển hơn. Phục vụ cho Ciel là quản gia Sebastian Michaels, một nhân vật đen từ đầu tới chân (cũng như từ trong ra ngòai). Cái tên của Sebastian cũng là do Ciel đặt, không ai biết rõ lai lịch của Sebastian. Sebastian là một quản gia đầy tài năng, gần như là hòan hảo, hầu như bất cứ việc gì anh ta cũng biết làm , và vì một lý do nào đó, anh ta hết mực trung thành với Ciel, giúp đỡ Ciel rất nhiều trong mọi việc…","Anime,Hành động,Hài hước,Giả tưởng,Siêu nhiên,Shounen,Demon",9.3,151,2010,https://animehay.life/upload/poster/647.jpg
Kuroshitsuji SS3,Hắc quản gia phần 3,Phần 3 viết tiếp câu chuyện phần 1 theo manga. Không phải tiếp theo phần 2.,"Anime,Lịch sử,Hài hước,Giả tưởng,Siêu nhiên,Shounen,Demon",9.2,147,2014,https://animehay.life/upload/poster/648.jpg
Kuroshitsuji OVA,,"Tuân lệnh Nữ Hoàng, thiếu gia Ciel Phantomhive tổ chức một bữa tiệc có sự tham gia của những người thuộc tầng lớp quý tộc ở Luân Đôn. Thế rồi những vị khách quý của bữa tiệc bắt đầu bị sát hại một cách bí ẩn. Ciel và Sebastian phải hợp sức với các vị khách, gồm cả nhà văn huyền thoại Arthur Conan Doyle, để điều tra vụ án trước khi quá muộn!","Anime,Hài hước,Giả tưởng,Siêu nhiên,Shounen,Demon",9.5,102,2014,https://animehay.life/upload/poster/649.jpg
Owari no Seraph,,"Một loại Virus xuất hiện trên Trái đất và giết hết tất cả những người bị nhiễm có tuổi trên 13. Cùng lúc đó, ma cà rồng xuất hiện từ lòng đất sâu thẳm và biến loài người thành nô lệ. Nhân vật chính Hyakuya Yuuichirou là một trẻ mồ côi, bị ma cà rồng xem như gia súc cho chúng hút máu. Dù bị giam cầm, nhưng cậu có hoài bão lớn, khao khát có ngày giết hết toàn bộ ma cà rồng.","Anime,Hành động,Siêu nhiên,Shounen,Drama,Ma cà rồng",9.3,648,2015,https://animehay.life/upload/poster/650.jpg
Sóc Siêu Quậy 3,,"Phim trở lại với những anh chàng Chipmunks và các cô nàng sóc Chipettes xinh đẹp, họ cùng nhau đi nghỉ mát và biến chiếc tàu sang trọng thành một sân chơi riêng với nhiều trò nghịch ngợm. Thình lình, cả bọn phát hiện ra mình trở thành “nạn nhân” đắm tàu và trôi vào một hòn đảo xa xôi. Khi tìm mọi cách để trở về nhà, chúng vô tình khám phá ra hòn đảo này không hoàn toàn hoang vắng như chúng nghĩ…",,6.5,17,2011,https://animehay.life/upload/poster/592.jpg
Hagure Yuusha No Estetica,"Hagure Yuusha no Aesthetica, Aesthetica of a Rogue Hero","Sau khi đánh bại trùm cuối của thế giới ảo Alleyzard, Ohtorizawa Akatsuki trở về thế giới thực và cư ngụ tại tổ chức BABEL – 1 tổ chức bảo về những người được chuyển về từ thế giới bên ngoài. Akatsuki khi trở về còn mang theo con gái của trùm cuối Satan là Miu. Tại BABEL, cậu trạm trán với những người chơi khác có những sức mạnh siêu nhiên.","Anime,Hành động,Giả tưởng,Ecchi,Siêu năng lực",9.0,428,2012,https://animehay.life/upload/poster/595.jpg
Sankarea,Bạn Gái Tôi Là Zombie,"Nội dung anime Furuya không quan tâm đến cuộc sống, ông đã nhận zombies vào não! Khi mèo Furuya qua đời, anh quyết định anh ấy sẽ cố gắng và đưa nó trở lại với cuộc sống. Trong quá trình đó, anh tình cờ gặp một cô gái có tham gia vào một tai nạn và biến thành một zombie thực sự! ? Có gì Furuya sẽ làm gì bây giờ mà điều anh ấy thích nhất là ngay trước mắt.Câu chuyện sau Chihiro Fuwuya một tín đồ của zombie người dành phần lớn thời gian của mình xem phim zombie và kinh dị. Một ngày con mèo của mình Babu là chạy trên một chiếc xe hơi. Một Chihiro buồn cố gắng để phục hồi lại con mèo của mình với sự giúp đỡ của một cô gái được gọi là rối Rea Sanka. Khi tôi học xong trung học của người chết, tôi thấy mình thèm khát hơn phim hoạt hình Charlotte mang tính chất của zombie theo định hướng. Sau khi tìm kiếm trên internet, tôi thấy một số kiến nghị và một trong những đáng chú ý đầu tiên tôi nhìn thấy là Sankarea.","Anime,Tình cảm,Hài hước,Kinh dị,Siêu nhiên,Ecchi,Shounen",9.6,669,2013,https://animehay.life/upload/poster/69.jpg
Hagure Yuusha No Estetica Special,,6 special của Hagure Yuusha no Estetica.,"Anime,Hài hước,Ecchi",8.9,82,2012,https://animehay.life/upload/poster/596.jpg
Yahari Ore No Seishun Love Comedy Wa Machigatteiru,,"Câu chuyện xoay quanh một tên học sinh trung học chán ghét xã hội tên Hachiman Hikigaya. Cậu ta có một cái nhìn lệch lạc về cuộc sống, nên chẳng mảy may có lấy một đứa bạn nào. Khi thấy bạn bè cùng trang lứa vui vẻ với nhau, cậu ta chỉ nghĩ: ""lũ dối trá"". Khi được hỏi về định hướng trong tương lai, cậu ta trả lời ""không phải làm việc. Và rồi, cậu bị giáo viên của mình ép vào câu lạc bộ Tình nguyện, CLB của hoa khôi trường cậu - Yukino Yukinoshita, câu chuyện bắt đầu...","Anime,Tình cảm,Hài hước,Học đường",9.5,1461,2013,https://animehay.life/upload/poster/588.jpg
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,,"Phần tiếp theo của bộ Yahari Ore no Seishun Love Comedy wa Machigatteiru. Câu chuyện xoay quanh một tên học sinh trung học chán ghét xã hội tên Hachiman Hikigaya. Cậu ta có một cái nhìn lệch lạc về cuộc sống, nên chẳng mảy may có lấy một đứa bạn nào. Khi thấy bạn bè cùng trang lứa vui vẻ với nhau, cậu ta chỉ nghĩ: ""lũ dối trá"". Khi được hỏi về định hướng trong tương lai, cậu ta trả lời ""không phải làm việc. Và rồi, cậu bị giáo viên của mình ép vào câu lạc bộ Tình nguyện, CLB của hoa khôi trường cậu - Yukino Yukinoshita, câu chuyện bắt đầu...","Anime,Tình cảm,Hài hước,Học đường",9.6,1169,2015,https://animehay.life/upload/poster/589.jpg
C³ - CubexCursedxCurious,C3 | C Cube | C^3 | Cube x Cursed x Curious,"Haruaki là một chàng học sinh khỏe mạnh và có khả năng kháng lại các loại trù ếm một cách tự nhiên. Một ngày nọ, Haruaki được cha giao cho một chiếc hộp đen. Tối hôm đó, cậu gặp một bé loli tóc trắng đang ăn trộm bánh gạo. Bé này chính là hình dạng người của cái hộp đen kia. Nó là một công cụ tra tấn với cái tên ""Fear in Cube"". Cậu và cô gái tên Fear này đã chiến đấu chống lại các công cụ bị trù ếm khác gọi là ""Worse"", sử dụng 32 kỹ năng tra tấn của Fear.","Anime,Hành động,Hài hước,Học đường,Siêu nhiên,Ecchi",9.0,167,2011,https://animehay.life/upload/poster/597.jpg
No Game No Life Specials,,Mấy chuyện trên trời dưới đất trong No Game No Life =)),"Anime,Hài hước,Giả tưởng",9.2,235,2014,https://animehay.life/upload/poster/599.jpg
Hero Bank,,"Trong tương lai không xa, một trò chơi đối kháng mới được thiết lập dựa trên công nghệ thực tế ảo và sử dụng Bankfon G, giống như Mortal Kombat nhưng người chơi sẽ có thể thuê những trang phục giúp tăng thuộc tính và sức mạnh của mình.  Goushou Kaito, một học sinh tiểu học, nhưng là người luôn quan tâm đến người khác, trong một lần trần như nhộng trên sàn đấu buộc phải ký một hợp đồng để nhận được giáp chiến đấu Enter The Gold cùng với khoản nợ 10 tỷ Yên, buộc cậu phải thi đấu hết trận này đến trận khác để có thể trả nợ... Nhưng câu chuyện chưa dừng lại ở đây....","Anime,Hành động",nan,9,2014,https://animehay.life/upload/poster/600.jpg
Gokukoku no Brynhildr Special,Brynhildr in the Darkness Special | Gokukoku no Brynhildr Episode 11.5,"Không có gì đặc biệt, số phận tên nào lắm gái cũng phải trải qua, Ep đặc biệt này là cuộc thi để chọn ai là vợ chính thức của anh main, các pha thi thố vô cùng hài hước và Ecchi nhưng không kém phần lãng mạn. Chúc các bạn thỏa mãn khi xem :))","Anime,Hài hước,Giả tưởng,Ecchi,Drama,Seinen",9.4,66,2014,https://animehay.life/upload/poster/601.jpg
[Movie] Asura,,"Giữa thế kỷ 15 ở Nhật Bản. Lũ lụt, hạn hán và nạn đói đã biến Kyoto thành một vùng đất hoang tàn. Trong 3 năm từ 1459 -> 1461 đã có hơn 8 vạn người thiệt mạng. Kỷ nguyên hỗn loạn này dẫn đến các cuộc nội chiến liên tục xảy ra. Vào thời buổi này, một cậu bé sinh ra là con người nhưng lại lớn lên theo cách của loài thú vật - Asura. Bị bỏ rơi từ khi còn là một đứa trẻ sơ sinh, Asura bị buộc phải học cách sinh tồn từ chính trong tự nhiên, kể cả việc giết người ăn thịt. Asura đã đánh mất phần người của mình, cho tới khi cậu gặp cô thôn nữ Wakasa. Bằng tình yêu của mình, cô đã cảm hóa con người của cậu bé Asura","Anime,Lịch sử,Drama",8.5,31,2012,https://animehay.life/upload/poster/603.jpg
